"scenario_id","method","x1","t_label","med_ratio","q25_ratio","q75_ratio","baseline","n","cens","cens_lab","grid_type","grid_lab","J","k","arm"
6,"default",0,"S25",1.4494080633032,1.43211240603936,1.46458228522719,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",0,"S10",1.70242714572199,1.6674733414579,1.73307164513875,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",1.5,"S90",1.002805808688,1.00087232382493,1.00511762723688,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",1.5,"S75",1.002805808688,1.00087232382493,1.00511762723688,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",1.5,"S50",1.17353256801352,1.15679824957669,1.18951535325875,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",1.5,"S25",1.19111179707967,1.17436579981545,1.20731785248219,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"default",1.5,"S10",1.19111179707967,1.17436579981545,1.20731785248219,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",0,"S90",0.975113721204874,0.912683163633849,1.03301301791708,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",0,"S75",0.963581754982958,0.903732579598588,1.02535773540522,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",0,"S50",0.961485498713073,0.908551438498829,1.01757352084197,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",0,"S25",0.950662691315303,0.902983126062804,1.00912862001221,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",0,"S10",0.950103970518251,0.892910233123539,1.00658661650972,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",1.5,"S90",0.961169025662446,0.906983522549452,1.01667240277097,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",1.5,"S75",0.961169025662446,0.906983522549452,1.01667240277097,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",1.5,"S50",0.953219334064429,0.898718536337487,1.0056763429897,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",1.5,"S25",0.949379196948121,0.89618483253784,1.00787121075249,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim100",1.5,"S10",0.949379196948121,0.89618483253784,1.00787121075249,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",0,"S90",1.00124445124425,0.973862311087929,1.03936265372481,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",0,"S75",0.99536792933459,0.967032155451269,1.02542816459513,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",0,"S50",0.990135006754504,0.962221706647216,1.01770674351016,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",0,"S25",0.98070060363798,0.956294022050436,1.00621221446833,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",0,"S10",0.97566384924218,0.945860661485934,1.00320886022763,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",1.5,"S90",0.99117664650818,0.957946494521323,1.02423817409674,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",1.5,"S75",0.99117664650818,0.957946494521323,1.02423817409674,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",1.5,"S50",0.981378205212223,0.956248435035891,1.01246549851623,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
6,"sim500",1.5,"S25",0.97369249890856,0.949577291656009,0.999332604690495,"nonmonotone",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
